# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec  2 19:11:51 2022
#
# CONSTRAINT:  where (default_flag =1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,8.35038100,0.070980,16.814,1.500,309.56642,0.97400,Mass,0.047000,,637,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250.00,0.69,0.68,0.200,[Fe/H],4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,11.5950000,8.3510000,10.9028000,2020-03-26,2020-03,2020-04-02
TOI-1181 b,TOI-1181,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.10319500,,14.572,1.300,375.03752,1.18000,Mass,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F9 IV,5990.00,1.75,1.19,0.050,[Fe/H],3.90,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.80s,297.2158166,+64d21m15.66s,64.3543506,302.8190000,10.5820000,9.2200000,10.4776000,2022-05-23,2022-05,2022-05-23
TOI-1201 b,TOI-1201,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,2.49198630,0.028700,2.415,0.215,6.28000,0.01976,Mass,0.000000,40.60,703,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,M2.0 V,3476.00,0.51,0.51,0.050,[Fe/H],4.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871000,12.2600000,8.6460000,12.0966000,2021-09-27,2021-12,2021-09-27
TOI-122 b,TOI-122,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803000,0.039200,2.720,0.243,,,,0.000000,8.80,471,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403.00,0.33,0.31,,,4.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.9460850,62.1180000,15.5260000,10.7710000,14.3357000,2020-12-10,2021-01,2020-12-17
TOI-1227 b,TOI-1227,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,27.36397000,0.088600,9.572,0.854,,,,,3.21,,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,M4.5V-M5V,3072.00,0.56,0.17,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.6410000,16.9990000,11.0340000,15.2514000,2022-03-28,2022-04,2022-03-28
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.24558600,0.128800,3.650,0.326,15.40000,0.04845,Mass,0.087000,1.93,330,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553.00,0.48,0.48,0.041,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.7472600,-52d28m04.34s,-52.4678724,27.6227000,12.3600000,8.0690000,11.3600000,2021-11-09,2021-09,2021-11-09
TOI-1235 b,TOI-1235,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,3.44471700,0.038260,1.694,0.151,5.90000,0.01856,Mass,,60.30,775,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997.00,0.62,0.63,0.330,[Fe/H],4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345000,11.4950000,7.8930000,10.8492000,2021-05-17,2020-07,2021-05-17
TOI-1246 b,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,4.30744000,0.049000,3.010,0.269,8.10000,0.02549,Mass,,196.00,955,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 c,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,5.90414400,0.061000,2.510,0.224,8.80000,0.02769,Mass,,129.00,860,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 d,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,18.65590000,0.131000,3.510,0.313,5.30000,0.01668,Mass,,28.00,586,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-1246 e,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,37.92160000,0.211000,3.780,0.337,14.80000,0.04657,Mass,,11.00,462,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151.00,0.86,0.87,0.170,[Fe/H],4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.4220000,11.6320000,9.9070000,11.7291000,2022-05-03,2022-04,2022-05-03
TOI-125 b,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382000,0.051860,2.726,0.243,9.50000,0.02989,Mass,0.194000,185.00,1037,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 c,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059000,0.081400,2.759,0.246,6.63000,0.02086,Mass,0.066000,77.59,828,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-125 d,TOI-125,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98000000,0.137000,2.930,0.261,13.60000,0.04279,Mass,0.168000,26.70,638,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,11.0230000,8.9950000,10.7180000,2020-02-06,2020-03,2020-02-13
TOI-1259 A b,TOI-1259 A,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,3.47797800,0.040700,11.456,1.022,140.16233,0.44100,Mass,0.000000,,963,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,4775.00,0.71,0.74,-0.500,[Fe/H],4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,118.1060000,12.0790000,9.6190000,11.8104000,2021-07-12,2021-11,2021-07-12
TOI-1260 b,TOI-1260,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,3.12748000,0.036600,2.340,0.209,8.60000,0.02706,Mass,0.000000,91.00,860,0,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2021-07-12,2021-08,2021-07-12
TOI-1260 c,TOI-1260,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,7.49325000,0.065600,2.820,0.252,11.80000,0.03713,Mass,0.000000,28.40,643,0,<a refstr=GEORGIEVA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.4684G/abstract target=ref>Georgieva et al. 2021</a>,K6 V,4227.00,0.65,0.66,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2021-07-12,2021-08,2021-07-12
TOI-1266 b,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,10.89484300,0.073600,2.370,0.211,13.50000,0.04248,Mass,0.090000,4.90,413,1,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600.00,0.42,0.45,-0.500,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2020-10-01,2020-10,2020-10-08
TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,18.80151000,0.105800,1.560,0.139,2.20000,0.00692,Mass,0.040000,2.30,344,1,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600.00,0.42,0.45,-0.500,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2020-10-01,2020-10,2020-10-08
TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.15770940,0.071100,9.100,0.812,96.40000,0.30331,Mass,0.105000,,919,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300.00,0.92,0.96,0.360,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.5570000,10.9200000,8.9110000,10.6920000,2022-03-28,2022-01,2022-03-28
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,3.31599000,0.041200,4.140,0.369,24.60000,0.07740,Mass,0.338000,,961,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985.00,0.79,0.85,0.170,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,11.7580000,9.7010000,11.6000000,2022-07-12,2022-06,2022-07-12
TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567000,0.095000,12.218,1.090,5879.82553,18.50000,Mass,0.013000,,,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,0.57,0.54,-0.010,[Fe/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,75.5759000,13.5020000,9.7350000,12.7543000,2021-08-03,2021-10,2021-08-03
TOI-1288 b,TOI-1288,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,2.69998000,0.042900,5.080,0.453,,,,,,,0,<a refstr=MAGLIANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3168M/abstract target=ref>Magliano et al. 2022</a>,,5307.00,0.97,1.46,-0.040,[Fe/H],4.62,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,10.4450000,8.7790000,10.4468000,2022-11-29,2022-11,2022-12-02
TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,3.94437150,0.049700,13.798,1.231,94.71287,0.29800,Mass,0.055000,,1562,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5603.00,1.66,1.17,0.440,[Fe/H],4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.2650000,11.3700000,9.7420000,11.2912000,2021-10-19,2021-09,2021-10-19
TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,4.53716400,0.059000,9.427,0.841,113.14691,0.35600,Mass,0.032000,,1388,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5889.00,1.41,1.44,0.490,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.0360000,11.8890000,10.0120000,11.4038000,2021-10-19,2021-09,2021-10-19
TOI-132 b,TOI-132,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.10970190,0.026000,3.420,0.305,22.40000,0.07048,Mass,0.059000,860.00,1395,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.00,0.90,0.97,0.160,[Fe/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.4368720,163.6780000,11.1970000,9.6460000,11.3208000,2020-02-21,2020-03,2020-02-27
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.72021900,0.062600,15.648,1.396,753.25710,2.37000,Mass,0.073000,,1679,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,1.93,1.46,0.119,[Fe/H],4.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.4920000,9.4380000,8.2720000,9.3503900,2021-02-25,2021-04,2021-03-04
TOI-1338 b,TOI-1338,1,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,95.17400000,0.460700,6.850,0.611,33.00000,0.10383,Mass,0.088000,,,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,6050.00,1.33,1.13,0.010,[Fe/H],4.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.0170000,11.7220000,10.6350000,11.8764000,2020-05-29,2020-06,2020-06-04
